shot_id_number,is_goal
3180,0.44188326
3189,0.418223686
3193,0.430375567
3198,0.399576087
3203,0.543911973
3205,0.455737932
3206,0.445856285
3215,0.425822261
3217,0.429412166
3222,0.74504624
3228,0.380494947
3229,0.321887533
3232,0.280704784
3233,0.3834929
3235,0.396830067
3238,0.381608439
3256,0.746304391
3264,0.460336006
3265,0.439578415
3273,0.452100351
3275,0.500714817
3285,0.642710931
3289,0.302452819
3294,0.324367794
3306,0.337678034
3311,0.645043758
3315,0.36159483
3318,0.397987312
3322,0.453338631
3324,0.419057038
3327,0.432067996
3334,0.485280192
3341,0.486724974
3345,0.404879321
3346,0.913621578
3352,0.389503302
3368,0.402462131
3369,0.373485852
3371,0.274606886
3372,0.460217928
3375,0.44474379
3384,0.338177134
3386,0.50267212
3387,0.309207027
3393,0.435096625
3406,0.591173928
3411,0.477535766
3412,0.509271074
3414,0.421903566
3417,0.605771511
3420,0.639980275
3423,0.618928499
3436,0.474251102
3437,0.36189589
3438,0.630686407
3442,0.274187109
3443,0.437291717
3446,0.412937918
3451,0.335474955
3461,0.401129489
3473,0.848965154
3477,0.432589216
3489,0.327339921
3491,0.403298605
3510,0.36763893
3515,0.441412852
3527,0.44465632
3530,0.650662333
3533,0.587318938
3540,0.370672134
3545,0.56246878
3553,0.418101918
3569,0.570999143
3582,0.499585695
3604,0.311056146
3605,0.445700079
3609,0.496246284
3616,0.467047231
3624,0.282453043
3628,0.673990415
3630,0.393870881
3641,0.364580647
3642,0.456695422
3648,0.348975259
3650,0.864271572
3651,0.437851963
3652,0.886249771
3660,0.348293592
3664,0.457876757
3670,0.502099986
3672,0.435860154
3680,0.677365614
3682,0.889171895
3685,0.481915697
3686,0.440223021
3689,0.455947807
3691,0.378663538
3696,0.71632353
3698,0.404082292
3705,0.392691611
3712,0.344313141
3713,0.350685855
3719,0.416783035
3721,0.328668408
3723,0.623284511
3724,0.401353005
3725,0.460209401
3727,0.306837032
3733,0.490754943
3734,0.399303884
3736,0.388963951
3742,0.358938025
3761,0.425392836
3765,0.381122872
3770,0.29106204
3774,0.395051823
3777,0.39947378
3778,0.36904841
3780,0.434282338
3781,0.4339597
3783,0.556673092
3784,0.44390926
3788,0.388083787
3790,0.446704121
3794,0.328749166
3795,0.50666587
3796,0.493482582
3801,0.444394194
3802,0.223328728
3806,0.473657253
3808,0.42360722
3813,0.435568449
3814,0.441230362
3818,0.660964152
3824,0.415896516
3836,0.537468753
3853,0.502460573
3855,0.370647316
3858,0.622823164
3861,0.579521962
3866,0.389175134
3869,0.378226699
3870,0.387715562
3874,0.832018791
3876,0.361800511
3878,0.401634648
3884,0.364015312
3890,0.444047493
3900,0.842515321
3904,0.290602149
3906,0.359990719
3907,0.375041152
3908,0.378030327
3912,0.404613641
3913,0.620785298
3914,0.381163642
3918,0.921235633
3923,0.9246085
3924,0.45623355
3925,0.336752318
3927,0.3950843
3955,0.900058435
3964,0.665495784
3966,0.428843692
3969,0.709806507
3974,0.586050943
3976,0.32459492
3984,0.357400757
3991,0.338319604
3993,0.767606533
4009,0.441116939
4011,0.451080847
4016,0.377881694
4020,0.434179772
4024,0.34420906
4033,0.330842722
4035,0.368361967
4041,0.475353888
4045,0.803723332
4052,0.702323549
4055,0.353378658
4056,0.436729143
4057,0.36267384
4067,0.828751942
4069,0.416974899
4077,0.492801501
4079,0.744971195
4094,0.380650373
4095,0.376397257
4096,0.365732826
4100,0.445054632
4119,0.491191718
4129,0.359893875
4130,0.52061289
4131,0.456936217
4132,0.496688539
4134,0.566324434
4135,0.384297816
4136,0.477406415
4137,0.792161511
4138,0.388004001
4143,0.349468951
4145,0.657314037
4148,0.439790244
4156,0.455617472
4163,0.305952666
4166,0.454662083
4169,0.654450253
4170,0.380109396
4174,0.34783494
4180,0.426905186
4190,0.403040986
4195,0.517498094
4199,0.882353464
4201,0.387719527
4203,0.307716478
4210,0.122219479
4211,0.405878869
4213,0.898048528
4225,0.368897666
4235,0.396841627
4236,0.420063113
4242,0.355337454
4244,0.396727381
4245,0.417818777
4250,0.352650249
4252,0.403945293
4254,0.354904044
4263,0.589100177
4264,0.322203693
4268,0.332392695
4270,0.453940821
4274,0.667777984
4282,0.59968242
4283,0.382203446
4291,0.390954097
4304,0.439077982
4306,0.396789346
4309,0.408042564
4310,0.430509452
4313,0.53426537
4314,0.465614199
4315,0.363366075
4321,0.423498225
4324,0.361058396
4325,0.41076881
4328,0.456545446
4329,0.325976205
4332,0.4704553
4337,0.507746414
4342,0.439210437
4344,0.386551958
4352,0.473499834
4355,0.370016836
4361,0.349432292
4366,0.411173512
4371,0.44566918
4372,0.436725404
4376,0.455238937
4381,0.514825307
4384,0.442448752
4387,0.445491849
4389,0.392669891
4390,0.485033716
4405,0.353363564
4406,0.383823444
4407,0.727413851
4409,0.922169004
4410,0.610912606
4413,0.257146987
4424,0.393699576
4428,0.382310384
4434,0.340683335
4452,0.456934608
4458,0.326758634
4460,0.304017012
4461,0.383078105
4470,0.657853578
4480,0.408216506
4496,0.914782457
4503,0.478228648
4507,0.382398259
4512,0.40406989
4518,0.621705318
4519,0.346881735
4522,0.371968866
4525,0.347235211
4537,0.413597477
4546,0.407063056
4547,0.798051237
4553,0.411193524
4556,0.365950604
4558,0.618124392
4563,0.264922571
4568,0.325714568
4574,0.652741396
4578,0.409121086
4587,0.424469682
4592,0.463693648
4594,0.353680284
4610,0.451396224
4615,0.530019568
4617,0.37504261
4619,0.317257276
4620,0.4531631
4625,0.572265744
4626,0.673300864
4635,0.359425133
4636,0.441208627
4641,0.401483717
4647,0.315370775
4650,0.373302778
4653,0.899440586
4658,0.442689046
4660,0.292305622
4665,0.455318759
4668,0.89953903
4669,0.35269919
4670,0.444617919
4674,0.455882499
4675,0.444109326
4676,0.324095899
4679,0.338486365
4680,0.921897218
4686,0.438139077
4690,0.414456508
4699,0.391018227
4711,0.332562501
4713,0.651414995
4718,0.415314279
4721,0.371799258
4722,0.347089115
4724,0.39510008
4730,0.819206325
4731,0.399826884
4733,0.575066891
4735,0.374567243
4739,0.557150866
4743,0.359474136
4745,0.451351898
4746,0.401619203
4747,0.327475845
4748,0.448721628
4761,0.363536385
4762,0.367000519
4763,0.393032432
4769,0.368102349
4771,0.446891969
4774,0.402866337
4784,0.397076995
4794,0.328467439
4797,0.476270694
4801,0.405078367
4804,0.213165614
4820,0.445130301
4833,0.359121397
4834,0.347557967
4851,0.478825232
4859,0.323025496
4860,0.858849292
4863,0.320164519
4873,0.410936967
4881,0.387231172
4892,0.45021439
4897,0.519447664
4908,0.436880853
4911,0.385175972
4915,0.348768331
4922,0.357560332
4929,0.339851433
4936,0.358569056
4939,0.539141311
4948,0.35323291
4951,0.300746495
4956,0.323065381
4961,0.482879761
4964,0.362485857
4981,0.523426395
4991,0.91305738
4992,0.451586538
4997,0.458086045
5004,0.473603953
5010,0.406146544
5012,0.423389539
5015,0.226245991
5019,0.404328196
5020,0.437496567
5021,0.40703819
5030,0.400881125
5051,0.901206843
5052,0.660317095
5057,0.731230984
5058,0.517522351
5060,0.363112442
5061,0.365658861
5064,0.785122449
5068,0.485092561
5072,0.318326314
5078,0.588607328
5080,0.551092682
5081,0.32637486
5086,0.43014314
5088,0.299185213
5089,0.519741568
5090,0.451755848
5098,0.32790231
5103,0.829619299
5108,0.409141299
5114,0.379410431
5115,0.332497544
5124,0.410420918
5129,0.380421334
5137,0.449256534
5139,0.344085062
5142,0.351638614
5144,0.331987407
5149,0.629901373
5157,0.482935501
5163,0.378222272
5174,0.329613004
5176,0.365165934
5179,0.384589047
5186,0.610326674
5195,0.402329485
5199,0.341770227
5203,0.678211897
5204,0.572373164
5206,0.33228132
5207,0.481671201
5220,0.392249646
5221,0.572211817
5224,0.331348739
5227,0.322542065
5229,0.367117073
5232,0.873294496
5240,0.641010901
5242,0.503945373
5243,0.374587318
5245,0.391195215
5248,0.405099634
5249,0.366609496
5254,0.335862593
5265,0.331681737
5269,0.356428774
5272,0.378383792
5276,0.360331334
5286,0.657295802
5288,0.452157782
5290,0.420284775
5308,0.383512936
5311,0.427416481
5316,0.390656288
5318,0.569156822
5319,0.339723903
5320,0.55859544
5322,0.305449107
5324,0.36144547
5331,0.401147546
5336,0.891726071
5344,0.404250218
5346,0.298580037
5354,0.349984456
5356,0.090116754
5358,0.379326209
5359,0.409834665
5361,0.349845378
5365,0.660251277
5370,0.365570879
5376,0.369635627
5383,0.376202889
5384,0.409465143
5385,0.422539774
5390,0.393723081
5393,0.649072465
5397,0.385456882
5398,0.397203706
5402,0.388349383
5407,0.624297367
5409,0.341655288
5424,0.597215968
5425,0.343644043
5428,0.680748309
5430,0.404180385
5439,0.421447848
5442,0.426955589
5447,0.637655239
5470,0.388936987
5473,0.424881969
5474,0.326179076
5477,0.53929113
5485,0.354350269
5488,0.248661557
5491,0.343185123
5493,0.318630061
5502,0.525109981
5504,0.344016038
5506,0.66246687
5514,0.292880153
5517,0.42986014
5522,0.386018363
5524,0.649501185
5527,0.669572879
5528,0.469529841
5536,0.527907902
5545,0.360719626
5576,0.302961272
5577,0.459728784
5582,0.367398499
5583,0.644966699
5592,0.39584152
5594,0.396999962
5595,0.399648478
5596,0.393770374
5599,0.469226885
5606,0.598551546
5617,0.377209524
5619,0.308871401
5625,0.468961434
5626,0.449198226
5627,0.613592503
5632,0.645999241
5637,0.61025832
5639,0.901355855
5642,0.592592408
5654,0.825521437
5659,0.902553373
5664,0.727274286
5666,0.451977739
5670,0.36037427
5671,0.392524017
5674,0.412593808
5677,0.372023916
5681,0.416404782
5683,0.214119978
5700,0.785037033
5710,0.599201373
5713,0.604075401
5715,0.600915531
5718,0.399059323
5720,0.310462081
5726,0.379869098
5738,0.370690012
5741,0.537477802
5743,0.338304194
5753,0.588715848
5761,0.442168157
5776,0.453420839
5780,0.41690599
5785,0.644090598
5789,0.356434447
5797,0.38771484
5798,0.596863158
5803,0.450830372
5810,0.654182298
5813,0.434616891
5817,0.407065067
5818,0.449902492
5822,0.424349887
5829,0.30003857
5845,0.799894617
5846,0.587184268
5847,0.479725906
5854,0.390030606
5858,0.374589919
5863,0.357384094
5867,0.430393662
5869,0.368649852
5870,0.415132979
5872,0.42408633
5876,0.425171165
5881,0.369866062
5886,0.601806214
5891,0.499190617
5898,0.653424116
5901,0.34024866
5914,0.633409367
5922,0.332463207
5928,0.661270773
5933,0.468536151
5934,0.6396948
5946,0.3786798
5951,0.395828702
5955,0.34697292
5956,0.897745296
5965,0.387167415
5968,0.67247944
5972,0.408425387
5978,0.374543456
5981,0.457374445
5997,0.492864494
6005,0.440937999
6009,0.399434232
6010,0.409749188
6015,0.372306214
6025,0.314297453
6039,0.465986075
6047,0.663704992
6051,0.086508169
6056,0.379240808
6061,0.437949627
6064,0.33782346
6065,0.336540066
6070,0.412252666
6071,0.41876189
6079,0.662393236
6085,0.637633066
6086,0.311845409
6091,0.665853204
6097,0.453513435
6099,0.398392385
6104,0.563153955
6106,0.890522146
6108,0.613962109
6109,0.434233414
6124,0.581544685
6140,0.339732589
6142,0.613850005
6144,0.471628527
6150,0.340447599
6154,0.692962694
6155,0.394199666
6156,0.908766734
6158,0.412186318
6159,0.908624077
6160,0.36244911
6166,0.416959367
6169,0.640107656
6170,0.062273718
6173,0.665915082
6175,0.439358771
6179,0.3890606
6184,0.480211808
6185,0.324130134
6186,0.904916624
6192,0.37827647
6204,0.222679846
6230,0.65805319
6231,0.459393591
6232,0.762716941
6235,0.41193805
6237,0.651104628
6239,0.422048334
6245,0.461733772
6263,0.59480126
6265,0.358700944
6270,0.421344796
6271,0.389524433
6278,0.362238246
6279,0.615974208
6287,0.371328616
6288,0.411866796
6294,0.416482623
6295,0.459078412
6302,0.50523682
6306,0.390720993
6322,0.797664381
6324,0.361337533
6327,0.369590714
6331,0.374977821
6334,0.397584459
6336,0.39276077
6338,0.345400007
6339,0.336530274
6362,0.457298618
6372,0.399639006
6374,0.349895548
6375,0.642016163
6390,0.376830761
6393,0.346129955
6394,0.643238643
6405,0.890733548
6406,0.359357054
6416,0.483473726
6421,0.657836242
6422,0.363850283
6440,0.795982778
6446,0.629389616
6457,0.616884242
6460,0.348207629
6463,0.432486175
6474,0.618315021
6476,0.455750109
6477,0.404283979
6482,0.635559657
6488,0.38542284
6489,0.393217445
6494,0.435562841
6495,0.914670085
6499,0.48915608
6505,0.482921743
6507,0.32337456
6511,0.368853689
6524,0.332771955
6527,0.365108715
6531,0.288226835
6536,0.442304437
6538,0.215107735
6541,0.501873496
6542,0.524921614
6550,0.419857508
6565,0.388748654
6568,0.363063883
6584,0.354149837
6588,0.491537202
6593,0.631757637
6597,0.356270753
6603,0.59387273
6609,0.579560525
6611,0.427058589
6613,0.632527945
6616,0.621298759
6622,0.383121082
6627,0.423920236
6630,0.362029204
6637,0.426431248
6639,0.657497821
6640,0.401560657
6646,0.327429601
6647,0.461595503
6648,0.911858559
6655,0.386461746
6659,0.450144771
6669,0.382057583
6680,0.35851531
6681,0.341038379
6684,0.152853177
6693,0.430882805
6694,0.38537336
6704,0.41720455
6706,0.599072608
6710,0.473417996
6713,0.487002265
6718,0.466918255
6732,0.443608125
6737,0.48553522
6739,0.337597837
6742,0.431087722
6746,0.467295548
6753,0.439375322
6771,0.434698218
6784,0.405762406
6790,0.866864523
6795,0.399271474
6796,0.631000226
6805,0.381649393
6807,0.417887034
6808,0.46146453
6818,0.420277444
6823,0.403594913
6830,0.43373977
6831,0.368865969
6832,0.521862739
6836,0.437068777
6846,0.384760424
6850,0.388834714
6854,0.335718036
6868,0.594693655
6876,0.390643057
6877,0.626419918
6881,0.252712241
6882,0.347751148
6884,0.396667987
6886,0.375288346
6901,0.362155505
6903,0.398155707
6908,0.609794568
6910,0.280397187
6913,0.461572568
6914,0.685086708
6918,0.660557603
6930,0.411042781
6941,0.411038483
6944,0.490593628
6945,0.420423298
6947,0.652682486
6949,0.567592022
6952,0.571615221
6963,0.429131942
6964,0.642279111
6966,0.335190916
6972,0.674839386
6979,0.518296197
6981,0.364538136
6988,0.64551613
6990,0.395821204
6998,0.428541561
7004,0.392173765
7005,0.450700612
7011,0.417961542
7016,0.397744204
7020,0.61529755
7027,0.402570908
7042,0.495176221
7056,0.349780656
7061,0.422377652
7069,0.410562618
7071,0.49655828
7082,0.379008225
7088,0.371311876
7095,0.675279699
7098,0.386331089
7099,0.386298102
7108,0.446339366
7121,0.615639425
7125,0.668762633
7136,0.522592993
7149,0.619524657
7150,0.501179164
7151,0.503936537
7156,0.330298974
7167,0.449349108
7177,0.676087683
7178,0.188236518
7183,0.598879802
7186,0.354447875
7190,0.367294575
7192,0.344330341
7198,0.237419735
7201,0.456946319
7202,0.379816829
7205,0.379084713
7207,0.422920502
7213,0.392565332
7224,0.429075296
7225,0.461932807
7227,0.827831649
7233,0.389774366
7236,0.663152189
7237,0.313476882
7239,0.402721644
7246,0.314498059
7248,0.358696376
7261,0.369298887
7264,0.343753801
7266,0.327583928
7274,0.363500712
7278,0.433218262
7279,0.545562943
7293,0.282877983
7297,0.437213401
7312,0.58040156
7313,0.544295893
7315,0.395805342
7322,0.414918257
7323,0.430098964
7326,0.716549951
7334,0.387891613
7341,0.391231651
7359,0.600679518
7361,0.639050681
7363,0.405152831
7365,0.382968183
7371,0.410699577
7377,0.370104774
7383,0.356302959
7390,0.448626981
7393,0.667523139
7398,0.551638759
7405,0.433749862
7410,0.563273569
7415,0.269646336
7434,0.452145935
7435,0.673786791
7438,0.344828351
7447,0.371768568
7449,0.627908424
7450,0.427169733
7452,0.414728031
7453,0.263409841
7455,0.465827017
7456,0.330112679
7457,0.738858442
7460,0.376563566
7466,0.642626434
7470,0.551735955
7474,0.403666325
7482,0.383196373
7487,0.307188782
7488,0.591504499
7492,0.64321121
7496,0.368681148
7500,0.486791068
7501,0.408961978
7505,0.476988086
7509,0.598114653
7510,0.406247073
7512,0.312653002
7514,0.339485259
7519,0.477785101
7526,0.430010018
7531,0.446102553
7533,0.268547974
7536,0.539302739
7538,0.572162431
7539,0.454491275
7541,0.414772001
7544,0.596459022
7554,0.420627624
7556,0.477183593
7563,0.490784843
7564,0.410251779
7566,0.427212379
7567,0.389349666
7580,0.458879178
7581,0.669200534
7584,0.38248734
7587,0.447649012
7589,0.482568865
7590,0.446647464
7594,0.378567694
7597,0.421999091
7599,0.434555908
7602,0.883451971
7603,0.365698023
7605,0.495588949
7609,0.429451317
7613,0.441538626
7619,0.396888413
7625,0.353544346
7626,0.744540073
7636,0.418673048
7638,0.397085154
7639,0.700547502
7641,0.393163552
7643,0.918996195
7644,0.343931499
7657,0.408380932
7661,0.469179615
7666,0.306237765
7673,0.428878337
7683,0.352716441
7685,0.425040158
7697,0.310063259
7699,0.469493499
7704,0.608788055
7705,0.459383159
7708,0.460975175
7728,0.451954147
7733,0.387776108
7741,0.444034199
7743,0.363698847
7745,0.373632357
7751,0.567834766
7752,0.398349817
7754,0.534765207
7756,0.420062499
7757,0.410503771
7770,0.475434513
7773,0.91789929
7774,0.433405473
7776,0.660029154
7777,0.303283694
7778,0.405959303
7781,0.586435328
7784,0.349824886
